tweet,nouns,nounsavg,pos,posavg,neg,negavg,google,googleavg,arduino,arduinoavg,adafruit,adafruitavg,total,
aint no mountain high enough for mcor 3d printers 3dprint maker news,4,0.3333333333333333,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,12,
now thats an impressive bit of laser cutting maker,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
the best gingery lathe video series to date maker,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
as seen on show and tell  beautiful raspberry pi weather display piday raspberrypi raspberrypi adafruit maker,4,0.25,1,0.0625,0,0.0,0,0.0,0,0.0,1,0.0625,16,
why teaching maker skills and thinking is so important  patients designing their own healthcare environments,1,0.06666666666666667,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,15,
27 great 3d printer filament types  a guide 3dprint maker news,2,0.18181818181818182,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,11,
the thegwa quadcopter built at makerspaceza being shown at innovatedurban summit maker,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
elithechef metadesign is design for designersthe maker movement supports this model,3,0.2727272727272727,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,11,
luxurious olive and gold what more could a gal want  ooh lala love love love  maker,1,0.0625,5,0.3125,0,0.0,0,0.0,0,0.0,0,0.0,16,
creating an automatic targeting frisbee launcher with arduino arduino maker,3,0.3,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,10,
this is what maker hillaryclinton plans to do with her cabinet,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
do you bake and decorate ridiculously adorable cookies then you are a maker sign up for makerfairedover,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,17,
im going to really love this apricot jam in december utahisrad apricots maker meanin,4,0.2857142857142857,1,0.07142857142857142,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,14,
still dont know what 3dprinting is take a look maker howto iot howtheydoit vía youtube,7,0.4666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,
bjorks 3d printed masks adafruit maker,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,6,
i recorded a podcast that i hope other makers will love and i painted a kiln load of necklaces maker,1,0.05,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,20,
good morning world maker supportsmallerstreams codfox gamedev cwl50 codworldleague greenwall t2p,7,0.6363636363636364,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,11,
3d printed lux camera 3dthursday 3dprinting maker,4,0.5714285714285714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,
orbz multilayered storage 3dthursday 3dprinting adafruit maker,5,0.7142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,7,
ultimate maker projectapollo13 when ground crew had to figure out how to use what astronauts had in the capsule to get them home,1,0.043478260869565216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,
new product – smartipi touch – stand for raspberry pi 7 touchscreen display maker,3,0.21428571428571427,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
thetwittazine writerswebla yolandaessex i my music maker glab check out billposters101s tweet,5,0.4166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
national maker faire iot maker,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,
simple 3d printed lamp shade looks great 3dthursday 3dprinting adafruit maker,4,0.36363636363636365,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,11,
sierra college to manage 17 million in maker space grants statewide mandersonsacbiz sierracollege,2,0.15384615384615385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,
check out these beautiful carpets made by alexandra kehayoglou via inhabitat  maker,3,0.25,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,12,
want to learn a scrapfree system for scrapbooking check out this ebook  maker crafts diy cre8time,5,0.3125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
sideways glances maker style leathertote dailylook nyc love bloggerlife bloggers,5,0.5,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,10,
3dprintable insoles with gensole  a free browserbased tool 3dthursday 3dprinting maker,5,0.45454545454545453,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,11,
maker summerlong southeast asia makerthon tackles sustainability challenges  vietnamese makers are making a,4,0.3076923076923077,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,13,
updated product – adafruit flora v3 maker,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,7,
building a water collection vessel with an arduino mega arduino maker,2,0.18181818181818182,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,11,
this laser module will be one of the few components in my future robot maker tech arduino code programming,1,0.05263157894736842,0,0.0,0,0.0,0,0.0,1,0.05263157894736842,0,0.0,19,
some volkswagen owners say 15 billion settlement doesnt go far enough maker,2,0.16666666666666666,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,12,
last chance to get in on the citizen scientist challenge maker,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
nice lidar break down maker smartcar autonomous robots  cars  and drones what will you do with lidar  make,3,0.16666666666666666,2,0.1111111111111111,2,0.1111111111111111,0,0.0,0,0.0,0,0.0,18,
webinar recording  designing and creating maker spaces with brholland and dkiang caedchat,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
this handheld gadget will scan and identify fonts maker,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,
forgot all about this one really should finish this horses cnc machine maker hobby,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
cute art using tree branches nature art maker crafty,0,0.0,1,0.1111111111111111,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,9,
heres some of the stuff going into the box maker mystery gopro,1,0.08333333333333333,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,12,
dumbing down a smart switch maker,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,6,
this is what his face looks like  maker 3dprinting am,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,10,
are you a designer maker or brand and want to share your story get in touch to be in,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,
whats your favourite arduino board tips on what to go for    arduino maker,3,0.23076923076923078,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,13,
another ottodiy built by maker lorymar vargas you can see the ultrasound sensor detecting the hand then come back,3,0.15789473684210525,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,
googles project bloks features raspberry pi zero piday raspberypi raspberrypi adafruit maker,6,0.5,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,1,0.08333333333333333,12,
cant wait to use these at camp awesome print maker resources maker camptechterra nostarch,2,0.14285714285714285,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,14,
6 must haves for developing a maker mindset edtech via edsurge maker creativity artsed mused edchat,4,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
moscow joins the maker movement this weekend maker,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
hackaday prize entry  shakelet maker,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,5,
as a edtech maker  this is amazing bose launches buildable speaker for kids by ruthreader via fastcompany,5,0.29411764705882354,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,0,0.0,17,
we help those maker who want to learn to ride his 3dprinter prusai3 by 350e,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,
american library association annual conference 2016 raspberrypi maker,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
just a robot havin a stretch maker arduino stem edtech science,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,11,
new product – smartipi touch – stand for raspberry pi 7 touchscreen display adafruit maker,4,0.26666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,15,
m3d printer front panel 3dthursday 3dprinting maker,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,
i have a working cloud chamber thanks to sienacollege mattbellis imaddyh physics scichat maker,4,0.2857142857142857,0,0.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,14,
the render camp daily is out stories via smart3dguys makecomicsgreat toonboxent turbosquid 3dprinting maker,5,0.35714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
googles project bloks features raspberry pi zero piday raspberypi raspberrypi maker,5,0.45454545454545453,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,11,
wiseglass  glasses that monitor what you do adafruit maker,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,9,
making around the world  dancing paper makerfaire maker paper origami,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
whiskey in bottle now    boiler maker tuborg beer brewed with bourbon whiskey malt,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,
watercolor and ink illustration by maker of the wk nyx rowan commission her on mp for custom art and design,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,
office fablablondon is available from end of the month ideal for 4 any product maker companies interested in a residency,1,0.05,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,20,
recently listed  kenwood coffee maker on the isleofwight,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
use of 3d printer was a key to quick bocco mockup prep  says yukai cto sagisaka hardware maker  article in jp,7,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,
eagle custom parts library from sync channel projects available on github adafruit maker,2,0.15384615384615385,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,13,
its pretty amazing to see how far the maker community has grown in the last few years  and how many people are making a living making,0,0.0,2,0.07692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,26,
control led using ir remote   simple maker,1,0.14285714285714285,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,7,
walking bipedal android project by xrobotsuk adafruit maker,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,8,
arduino tutorial – chapter 23  schematic and breadboard diagrams  schematic diagram you may  arduino maker,3,0.2,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,0,0.0,15,
learn a smart technique for a scrapfree scrapbooking from this awesome ebook  maker cre8time diy,5,0.3333333333333333,2,0.13333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,15,
modding the monoprice mp mini printer hackaday maker,3,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
homemade cpu very cool  dyi maker doityourself,3,0.42857142857142855,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,7,
maker moscow joins the maker movement this weekend  even with maker faires popping up in every corner of the,2,0.10526315789473684,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,
the latest the makerspaces daily thanks to kkelsaykim ingenieriapucv makerspacenorth edchat maker,5,0.4166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
this silly race is shaping the future of smart cars maker,0,0.0,1,0.09090909090909091,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,11,
learn to teach all the things sign up today for maker educator bootcamp for beginners,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,
3d printed lux camera 3dthursday 3dprinting adafruit maker,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,8,
hooks and things i love this set my mom gifted me mittenmade maker handmade detroit,2,0.13333333333333333,2,0.13333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,15,
learned to use flame sensor module and will soon incorporate into my robot maker arduino code programming,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,1,0.058823529411764705,0,0.0,17,
litter poop scoop 3dthursday 3dprinting adafruit maker,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,7,
TOTALTWEETS,724,0.22491456974215596,104,0.03230817023920472,30,0.009319664492078284,2,0.0006213109661385523,13,0.00403852127990059,39,0.012115563839701771,3219,
